norad_id,object_name,date,daily_median_altitude_km
25544,ISS (ZARYA),2018-10-23 00:00:00+00:00,405.48921251571164
25544,ISS (ZARYA),2018-10-24 00:00:00+00:00,405.47171346636105
25544,ISS (ZARYA),2018-10-25 00:00:00+00:00,405.46309277052933
25544,ISS (ZARYA),2018-10-26 00:00:00+00:00,405.45548492763237
25544,ISS (ZARYA),2018-10-27 00:00:00+00:00,405.4401849038586
25544,ISS (ZARYA),2018-10-28 00:00:00+00:00,405.4329700279218
25544,ISS (ZARYA),2018-10-29 00:00:00+00:00,405.4211858690942
25544,ISS (ZARYA),2018-10-30 00:00:00+00:00,405.41309211125554
25544,ISS (ZARYA),2018-10-31 00:00:00+00:00,405.40816922076465
25544,ISS (ZARYA),2018-11-01 00:00:00+00:00,405.39698033837476
25544,ISS (ZARYA),2018-11-02 00:00:00+00:00,405.3839769015285
25544,ISS (ZARYA),2018-11-03 00:00:00+00:00,405.36981521812777
25544,ISS (ZARYA),2018-11-04 00:00:00+00:00,405.3579047350122
25544,ISS (ZARYA),2018-11-05 00:00:00+00:00,405.3455242912828
25544,ISS (ZARYA),2018-11-06 00:00:00+00:00,405.3167022879761
25544,ISS (ZARYA),2018-11-07 00:00:00+00:00,405.2886823621502
25544,ISS (ZARYA),2018-11-08 00:00:00+00:00,405.2572403221011
25544,ISS (ZARYA),2018-11-09 00:00:00+00:00,405.23352516288924
25544,ISS (ZARYA),2018-11-10 00:00:00+00:00,405.2217986185515
25544,ISS (ZARYA),2018-11-11 00:00:00+00:00,405.20645480500025
25544,ISS (ZARYA),2018-11-12 00:00:00+00:00,405.183531643861
25544,ISS (ZARYA),2018-11-13 00:00:00+00:00,405.1673659408243
25544,ISS (ZARYA),2018-11-14 00:00:00+00:00,405.1572009495153
25544,ISS (ZARYA),2018-11-15 00:00:00+00:00,405.14668678615135
25544,ISS (ZARYA),2018-11-16 00:00:00+00:00,405.1362657853606
25544,ISS (ZARYA),2018-11-17 00:00:00+00:00,405.12719509508406
25544,ISS (ZARYA),2018-11-18 00:00:00+00:00,405.1189392509541
25544,ISS (ZARYA),2018-11-19 00:00:00+00:00,405.10340541141795
25544,ISS (ZARYA),2018-11-20 00:00:00+00:00,405.08774361977703
25544,ISS (ZARYA),2018-11-21 00:00:00+00:00,405.071259842221
25544,ISS (ZARYA),2018-11-22 00:00:00+00:00,405.0535772490621
25544,ISS (ZARYA),2018-11-23 00:00:00+00:00,405.02961506856855
25544,ISS (ZARYA),2018-11-24 00:00:00+00:00,405.0202464644126
25544,ISS (ZARYA),2018-11-25 00:00:00+00:00,405.0109360921342
25544,ISS (ZARYA),2018-11-26 00:00:00+00:00,404.995558551675
25544,ISS (ZARYA),2018-11-27 00:00:00+00:00,404.98546986197744
25544,ISS (ZARYA),2018-11-28 00:00:00+00:00,404.9698814981857
25544,ISS (ZARYA),2018-11-29 00:00:00+00:00,404.96140789110177
25544,ISS (ZARYA),2018-11-30 00:00:00+00:00,404.9472091298844
25544,ISS (ZARYA),2018-12-01 00:00:00+00:00,404.93925791406673
